original_index,cluster_label
231014,2
206498,1
196955,3
197328,0
181529,1
52240,0
110049,4
217945,3
211625,0
91822,4
92892,2
251528,0
196201,0
65078,2
124128,3
143929,4
232355,2
40445,0
8564,1
27481,4
20237,0
218876,3
69424,0
110748,1
118776,2
204697,2
241581,0
6029,1
241205,2
80509,0
11589,3
202592,1
200676,0
157720,1
36137,3
26381,2
208265,3
90057,4
175387,4
71404,4
130105,2
28693,4
194730,0
101033,4
80089,0
171017,0
174918,2
162566,4
172628,4
23396,4
183552,1
245512,2
2595,3
178504,1
210330,1
63423,3
239160,0
215350,1
40899,2
201331,3
134292,3
120698,3
196049,1
19683,1
137073,0
17224,1
166564,3
186569,3
121060,3
157742,3
197641,3
38416,4
200677,0
251408,0
90753,1
216065,0
33033,2
21670,2
24064,2
69935,3
196254,4
149376,2
1807,0
168092,2
71671,2
236665,3
61892,4
19532,1
143003,2
55086,0
246849,0
157405,0
24448,2
227643,1
94704,2
74429,2
11021,0
141394,3
225503,3
205984,0
96484,3
131243,4
90013,1
214333,1
149260,4
223547,2
97211,0
145000,0
190566,3
157094,4
226630,1
84828,4
46806,0
2550,3
39812,0
86901,0
210367,4
18877,1
99410,1
213906,1
40199,3
201413,1
147711,2
191176,0
44047,3
250035,0
107365,0
92003,2
225263,1
13383,3
205245,0
56372,3
159717,1
234094,3
29939,3
122337,2
62189,1
190898,3
102337,1
138686,1
78780,2
244954,1
104170,1
231786,0
202993,2
103037,3
118420,3
35981,2
225025,2
52037,4
200252,1
168107,2
104301,1
45433,4
28927,0
241967,2
208354,0
197410,3
10504,2
124927,3
223240,3
14740,3
112520,2
159851,2
19327,2
72244,0
187469,2
135095,3
152508,2
37399,3
112459,0
127705,1
120029,0
240847,3
71646,2
21961,1
43800,0
32720,3
75876,4
59928,0
94784,4
73626,2
64412,3
93130,4
122836,1
6617,2
239306,3
147964,3
169638,0
193857,0
119595,3
241224,2
56464,4
19943,1
150358,0
10786,1
191524,1
33267,1
175405,1
174230,3
57167,1
171290,3
72280,3
230471,0
161214,3
157854,2
4925,1
95989,3
227355,4
244003,1
78911,0
166784,2
88547,4
220134,1
6455,3
147648,4
108120,3
164521,4
169241,0
72480,1
52798,3
202413,1
212211,3
204123,2
181436,4
165133,3
102712,4
190862,0
178598,3
116398,2
116446,1
188329,0
85968,2
222096,0
155624,3
32093,3
75003,3
146062,3
112345,2
204427,0
53362,2
230147,2
139855,2
187950,0
97771,3
217952,3
135080,2
152051,2
234859,0
49546,1
183088,3
100886,0
116487,2
151991,2
227460,3
246886,2
87889,0
209192,2
124449,0
101991,4
115898,2
48476,3
141525,3
156507,1
188933,0
173600,3
26518,0
181868,3
219970,4
217367,2
166846,1
84587,3
39708,0
45688,4
165972,0
244039,0
229848,3
104372,1
46280,3
77595,2
99828,2
136607,1
222807,2
237642,4
250058,3
109478,2
166639,0
118433,4
39988,0
29006,0
197940,0
746,0
202409,1
178766,2
150184,3
64027,2
116614,1
202399,4
208418,0
142561,4
160994,1
29530,2
237573,1
42924,2
159088,2
181820,1
121638,0
88693,2
53527,0
238271,1
79420,2
146469,1
64420,3
238629,0
156106,3
184297,3
124177,2
230240,3
134718,1
122386,1
90325,3
6051,2
19528,2
228118,3
170296,2
176142,0
188511,2
108043,2
81278,3
237415,0
190852,1
15691,3
122983,0
188586,1
94103,4
229587,0
108064,0
153418,4
246045,2
194768,0
163635,2
67640,1
29301,1
92598,4
241828,1
73548,2
192760,2
61293,1
222021,2
4793,3
34207,2
201334,0
146516,3
241200,3
222806,2
106268,3
109529,3
205144,3
130475,3
6836,2
246744,2
163197,3
241606,1
10620,2
112208,3
128531,0
38297,2
33546,1
189213,1
180596,3
55131,0
4145,4
236325,1
216702,0
95964,4
83328,1
44067,4
58962,2
239469,1
119671,2
184124,4
182948,0
77132,2
63351,1
190245,3
109906,3
188972,2
38330,1
216698,2
41613,1
126756,0
148918,0
208415,3
115818,4
126130,1
3363,3
115817,1
88339,4
185623,1
143551,1
31616,4
159808,3
47441,4
121678,4
62343,2
94466,0
104378,0
73320,3
43490,2
218767,2
167006,4
189402,0
136558,3
115709,4
104139,0
67470,3
137850,0
188728,3
20364,2
195415,2
148054,4
101794,3
146623,2
169224,1
117951,2
227954,3
55832,3
27140,1
25069,2
216709,3
149505,2
142955,0
190875,4
213983,2
25488,1
86445,1
178668,2
1413,4
126956,3
234114,2
67759,3
14482,2
32794,2
28347,4
41354,1
50420,2
143009,1
244028,4
249076,1
222070,2
213995,1
106975,3
96465,2
50896,1
14841,4
194058,1
177357,4
208335,0
45148,1
63297,0
42690,4
25151,2
246478,4
60066,2
150399,2
35538,4
153008,3
186746,3
81879,1
92898,4
150625,1
93597,1
138765,0
184030,2
55886,4
145389,3
204638,0
138041,0
181214,4
175619,2
245594,0
213632,4
242842,1
116512,2
95177,4
159707,4
179622,0
64980,3
103885,4
140013,4
156486,0
102966,2
222492,2
69911,0
226852,1
58586,4
197629,2
221303,2
71499,2
95756,3
107556,2
213179,4
237570,1
55308,2
22137,0
68230,1
55981,1
198738,1
190734,3
132674,4
200610,3
158949,4
185707,0
230106,3
98260,3
66498,4
44775,2
53723,3
144907,0
173454,0
241454,1
108674,4
176264,3
161900,2
178964,3
33058,4
132461,2
103215,2
244862,0
118285,2
253081,2
176017,4
231088,1
199170,0
188279,3
165041,3
176190,2
162892,3
163896,0
187606,1
244115,0
229147,1
23412,0
60108,2
162318,3
131399,2
252341,0
173866,0
169616,1
35102,2
206720,3
201576,4
178901,4
247666,3
142747,4
46745,4
85380,4
10970,0
199941,0
122865,3
7385,4
205883,0
32610,0
228205,3
225190,3
53258,3
179896,1
229444,4
23329,0
16449,3
53159,1
104440,1
36358,2
158265,0
99346,1
244453,2
130036,2
24929,2
65575,2
199279,2
171801,3
96782,0
121225,0
124821,2
161595,3
22316,1
5750,0
207050,0
202502,1
41138,4
7631,1
199205,3
58601,2
556,3
32168,2
49145,3
224509,2
184530,3
171567,1
228789,0
188991,3
91272,4
252220,3
169468,3
5458,3
240490,3
162017,3
190183,0
71887,3
80456,0
245168,2
118334,2
225177,3
117015,0
36415,3
54315,3
145666,3
246288,1
190428,0
28088,2
240690,2
123161,2
217761,1
156768,4
238787,1
175689,3
176675,2
249075,2
185501,1
246917,1
101910,3
10464,0
126962,4
56562,1
6126,3
128428,2
52053,2
29595,2
161426,0
113378,2
178181,1
214935,1
168387,2
202786,1
214316,1
42477,3
197691,1
13536,0
208203,2
84920,0
173226,2
52303,2
219707,0
25828,4
229136,3
67503,1
218151,2
232055,4
184240,2
145521,1
108799,1
173372,3
219132,2
143670,2
117884,4
101570,3
85692,4
5593,1
129823,2
244029,3
249195,3
147478,4
83633,3
109599,4
55292,4
159577,1
233868,3
43064,3
215251,4
194289,4
104954,0
217234,2
110226,2
12285,4
197776,0
38193,4
232835,2
86020,3
206389,3
6038,4
242034,0
123012,3
13103,3
144687,0
39930,0
41254,1
226517,4
93102,4
22500,2
186250,2
88465,4
221462,2
49360,2
78634,1
75856,1
252385,0
109248,2
193335,0
52820,2
94220,2
100283,2
101276,2
125201,1
244603,4
157599,4
161637,3
40805,0
73033,3
113684,1
27456,1
181443,3
113907,3
5520,3
111220,0
180708,0
54579,1
110238,4
228678,3
59077,2
170411,1
238972,1
1301,4
136922,2
153174,1
221064,0
92171,4
50254,1
94367,4
84288,4
101992,1
21105,0
227029,1
192923,3
40484,0
224890,0
224350,3
19898,1
219461,3
55729,2
173025,0
248513,0
68513,1
139795,4
109879,0
127997,1
51377,2
82413,3
39841,2
122649,4
204152,4
108823,0
101798,2
157206,1
170728,0
47814,1
108686,2
169334,2
244394,4
57983,3
230480,2
18390,1
201867,4
234876,4
192358,0
239566,3
79876,2
202079,3
216085,2
9980,2
118306,2
75688,4
62745,2
29490,2
44861,2
176287,2
59858,1
226323,1
6149,1
12782,3
69103,3
126357,3
238358,0
89605,2
183071,4
226403,2
157715,1
204449,0
82246,2
248667,4
209500,2
199773,3
69457,0
13446,3
215336,3
222608,4
144622,1
28772,0
34809,2
23779,1
135200,0
87089,4
200594,2
36102,0
51313,3
110896,2
15772,1
231183,3
205647,1
123689,2
162020,3
19765,3
77717,1
74814,4
131098,3
169425,4
38060,2
16233,3
224769,3
14540,0
150233,1
225697,4
104034,3
44263,3
119986,2
131051,4
84621,4
194612,3
38079,1
238817,0
111261,3
222108,2
144422,1
25478,1
61183,4
208458,0
187538,3
103935,3
163306,4
229588,4
194224,3
243006,4
50119,2
219207,2
216688,2
170667,4
16467,1
96645,4
94423,4
63286,3
90417,2
53408,2
20347,1
91382,4
194775,2
193658,4
154656,4
204521,3
71045,2
217102,1
75092,4
195344,2
157823,0
143492,3
116670,3
68621,2
176025,4
149552,0
206789,3
38741,2
139154,2
171372,1
173021,1
131505,3
32907,1
62244,1
54115,4
236897,1
95596,2
100380,2
236186,1
105821,1
183185,2
131900,0
4740,0
121121,3
195689,1
111428,2
170631,3
137655,0
28673,2
221621,2
213765,1
209267,2
49729,1
1597,3
126524,0
12537,2
246266,1
177901,3
26159,4
5828,2
1690,4
140793,2
103181,2
125644,0
69374,3
219020,1
86784,4
234439,4
150554,1
226436,4
16767,1
57997,4
50822,2
12713,0
72263,1
145637,1
191061,1
198667,0
5854,2
69094,1
250465,3
224160,1
3231,3
144331,0
50948,3
161927,0
247460,0
187134,0
204199,0
128723,2
221898,1
170373,1
147625,3
168170,2
70995,0
79603,1
119747,1
9118,0
24081,0
120207,0
237386,1
63048,4
104285,4
108798,2
94742,2
37934,3
173344,1
155907,1
184425,2
45672,3
12410,3
6314,1
40631,4
51235,4
29670,2
215576,1
43426,1
94716,1
25112,4
18091,0
175760,4
6196,2
249554,4
191847,0
86696,2
39872,1
186995,3
111548,4
54414,2
43157,3
19196,2
41477,3
185994,2
209550,3
215121,1
103486,2
42626,3
209138,2
62153,0
45595,3
114519,1
238167,4
18698,4
246267,2
10863,1
62864,3
200168,0
176268,0
111686,2
231644,0
50661,3
128003,1
199518,0
239229,0
156994,3
205823,2
28139,0
34548,1
209296,1
165141,3
120565,3
71752,1
155701,0
7733,1
96011,2
6408,4
171216,0
18424,4
199089,0
211243,3
66734,4
187614,2
103124,4
70084,4
192609,3
4748,1
106280,1
12929,0
127715,0
87128,3
221653,3
118837,3
172251,4
109380,4
2960,2
148670,2
106464,1
14331,4
2965,1
49115,4
72692,4
86294,2
241163,3
112155,3
114021,1
41929,2
6253,2
188963,0
17627,0
115582,1
21808,2
80634,2
118616,1
53180,2
209506,2
194430,3
227454,3
87574,1
140594,0
72947,2
197661,3
40032,3
107457,4
94434,2
251465,0
113494,0
215200,3
210784,4
5983,3
86110,1
55301,1
151704,2
107750,1
234446,1
153440,1
204211,0
115222,2
176491,2
136745,4
67030,1
244059,0
204301,3
130209,3
132395,1
61752,1
102957,1
45767,0
6060,1
166651,2
47316,1
138047,4
147558,2
55592,3
195277,0
115938,1
191002,1
235985,4
167676,0
228005,2
21246,1
137332,1
95600,1
25427,3
161678,3
42663,3
177897,2
106912,4
109242,2
168134,1
151533,3
229015,2
177602,0
230288,4
81569,3
151078,1
191816,0
202067,1
58216,2
122181,3
55600,0
119616,0
205884,1
52425,3
218308,1
189793,2
190022,0
207378,0
174474,2
234776,0
26205,2
68175,2
233261,1
58931,1
6484,3
217072,2
26049,2
229512,3
163918,0
4734,4
90754,4
21695,2
172362,0
51423,0
80530,3
110988,2
155226,0
249078,1
203574,0
249236,2
43955,4
105592,3
156732,3
122012,2
146602,4
233150,2
413,0
203859,1
237631,0
245335,1
127140,2
43923,2
149133,1
197357,2
153352,4
242652,4
7899,4
82637,0
165761,1
162521,4
157143,4
227485,1
77934,0
12233,3
41334,3
53701,0
115201,3
216857,0
220312,3
51547,1
181988,3
178661,1
30855,4
132631,3
178267,4
187957,2
133139,2
54213,3
191729,4
56147,3
42530,1
182437,2
74974,1
84349,0
87908,3
169520,3
74969,1
143423,3
221473,0
21602,1
184151,1
70468,4
86626,0
59652,1
53821,1
25466,3
84611,0
119169,1
158485,2
17225,1
183586,4
105529,0
99992,4
108516,1
97221,4
140362,3
140569,1
198404,1
55782,3
19923,1
149025,1
89492,4
102509,0
166845,1
251736,3
198696,4
85327,0
135894,4
135811,0
83126,4
207087,2
76153,2
129742,3
117080,1
16432,1
101912,3
80130,0
166589,2
87181,2
116887,2
153468,1
44155,4
23868,1
33924,0
2956,0
30246,0
114444,3
88807,4
99205,3
15681,2
235981,1
91548,0
111415,4
169509,1
78837,3
161252,1
51897,4
42159,0
165745,0
64164,3
205821,0
165152,3
36044,3
222739,3
187959,1
42055,2
105464,0
134119,3
212260,3
135621,3
116874,3
132587,3
9687,1
116197,2
65320,1
146084,0
23285,4
128912,0
109867,1
55792,2
78570,4
66045,0
124457,2
86767,4
186885,2
96476,2
184804,0
83691,1
35367,4
99119,1
13243,4
167849,3
106637,3
52843,3
62042,4
54091,1
132629,0
101514,3
66675,2
169289,4
188539,2
99794,1
159183,4
117982,1
236885,4
195348,3
253270,0
20417,2
28702,1
214403,1
145703,4
154088,2
153928,1
189004,2
50789,0
234506,3
206469,1
107231,4
78099,2
18346,1
122137,4
65649,4
195267,4
205576,3
24304,3
200624,2
96325,3
115094,1
54485,3
204979,4
184432,3
107339,0
12299,3
89772,3
87911,4
43904,4
48574,1
216650,3
71659,4
235792,4
116659,3
185148,0
11907,3
24205,0
38562,0
58690,0
47113,3
137131,1
56057,4
69677,0
28955,2
188248,1
171231,2
165042,4
168110,3
125876,4
86661,3
99057,4
159873,4
93354,1
42965,3
33541,4
208084,3
198470,4
115181,2
177764,2
82898,1
117258,1
105456,4
223125,3
45104,1
79079,1
207382,0
65201,4
59472,3
125116,3
205718,4
185161,1
96400,2
151827,1
60991,2
88125,0
90535,4
247293,2
196503,3
225128,0
4769,3
44765,2
232984,3
201616,2
98436,3
200161,2
163209,1
152731,2
222485,0
55171,2
58393,2
230577,2
252929,3
54084,0
82446,1
149975,3
3830,1
49828,0
135252,3
9904,1
12256,0
185143,4
236707,2
173750,2
69536,4
151590,3
64968,2
62106,0
167988,3
91348,3
183993,0
61342,2
88276,1
168173,3
26909,2
158981,3
88404,1
186321,2
89594,0
137263,3
247580,3
134502,2
92656,0
65515,0
124150,4
199549,3
67212,0
90078,1
199538,2
245615,3
42747,2
3874,3
3583,1
245849,3
213758,4
171151,1
75261,3
138527,4
143971,1
120630,0
29558,0
15652,1
215198,2
212146,2
26252,1
78984,4
143567,1
243157,2
141311,2
65800,1
84185,0
121662,0
27753,3
